timestamp,evaluator,academic_status,topic,paper,criterion,rank_A,rank_B,rank_C
2026-05-09T19:51:57.155Z,sachi,undergraduate,Generative_models,Refining_Generative_Process_with_Discriminator_Guidance_ICML_2023,global_coherence,1,2,3
2026-05-09T19:51:57.155Z,sachi,undergraduate,Generative_models,Refining_Generative_Process_with_Discriminator_Guidance_ICML_2023,technical_depth,1,3,2
2026-05-09T19:51:57.155Z,sachi,undergraduate,Generative_models,Refining_Generative_Process_with_Discriminator_Guidance_ICML_2023,visuals,1,2,3
2026-05-09T19:51:57.155Z,sachi,undergraduate,Generative_models,TOWARD_GUIDANCE_-F_REE_AR_V_ISUAL_GENERATION_ICLR_2025,logical_progression,3,2,1
2026-05-09T19:51:57.155Z,sachi,undergraduate,Generative_models,TOWARD_GUIDANCE_-F_REE_AR_V_ISUAL_GENERATION_ICLR_2025,cross_slide_coherence,3,2,1
2026-05-09T19:51:57.155Z,sachi,undergraduate,Generative_models,TOWARD_GUIDANCE_-F_REE_AR_V_ISUAL_GENERATION_ICLR_2025,global_coherence,3,2,1
2026-05-09T19:51:57.155Z,sachi,undergraduate,Generative_models,TOWARD_GUIDANCE_-F_REE_AR_V_ISUAL_GENERATION_ICLR_2025,technical_depth,3,2,1
2026-05-09T19:51:57.155Z,sachi,undergraduate,Generative_models,TOWARD_GUIDANCE_-F_REE_AR_V_ISUAL_GENERATION_ICLR_2025,visuals,2,3,1
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Adversarial_Robustification_via_Text-to-Image_Diffusion_Models_ECCV_2024,logical_progression,2,3,1
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Adversarial_Robustification_via_Text-to-Image_Diffusion_Models_ECCV_2024,cross_slide_coherence,2,3,1
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Adversarial_Robustification_via_Text-to-Image_Diffusion_Models_ECCV_2024,global_coherence,2,3,1
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Adversarial_Robustification_via_Text-to-Image_Diffusion_Models_ECCV_2024,technical_depth,2,3,1
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Adversarial_Robustification_via_Text-to-Image_Diffusion_Models_ECCV_2024,visuals,2,3,1
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Diffusion_Prior-Based_Amortized_Variational_Inference_for_Noisy_Inverse_Problems_ECCV_2024,logical_progression,2,1,3
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Diffusion_Prior-Based_Amortized_Variational_Inference_for_Noisy_Inverse_Problems_ECCV_2024,cross_slide_coherence,2,1,3
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Diffusion_Prior-Based_Amortized_Variational_Inference_for_Noisy_Inverse_Problems_ECCV_2024,global_coherence,2,1,3
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Diffusion_Prior-Based_Amortized_Variational_Inference_for_Noisy_Inverse_Problems_ECCV_2024,technical_depth,2,1,3
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Diffusion_Prior-Based_Amortized_Variational_Inference_for_Noisy_Inverse_Problems_ECCV_2024,visuals,2,1,3
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,IMPROVING_PROBABILISTIC_DIFFUSION_MODELS_WITH_ICLR_2025,logical_progression,2,1,3
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,IMPROVING_PROBABILISTIC_DIFFUSION_MODELS_WITH_ICLR_2025,cross_slide_coherence,1,2,3
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,IMPROVING_PROBABILISTIC_DIFFUSION_MODELS_WITH_ICLR_2025,global_coherence,1,2,3
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,IMPROVING_PROBABILISTIC_DIFFUSION_MODELS_WITH_ICLR_2025,technical_depth,1,2,3
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,IMPROVING_PROBABILISTIC_DIFFUSION_MODELS_WITH_ICLR_2025,visuals,1,2,3
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Refining_Generative_Process_with_Discriminator_Guidance_ICML_2023,logical_progression,1,3,2
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Refining_Generative_Process_with_Discriminator_Guidance_ICML_2023,cross_slide_coherence,1,3,2
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Refining_Generative_Process_with_Discriminator_Guidance_ICML_2023,global_coherence,1,3,2
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Refining_Generative_Process_with_Discriminator_Guidance_ICML_2023,technical_depth,1,2,3
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,Refining_Generative_Process_with_Discriminator_Guidance_ICML_2023,visuals,1,3,2
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,TOWARD_GUIDANCE_-F_REE_AR_V_ISUAL_GENERATION_ICLR_2025,logical_progression,3,1,2
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,TOWARD_GUIDANCE_-F_REE_AR_V_ISUAL_GENERATION_ICLR_2025,cross_slide_coherence,3,1,2
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,TOWARD_GUIDANCE_-F_REE_AR_V_ISUAL_GENERATION_ICLR_2025,global_coherence,3,2,1
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,TOWARD_GUIDANCE_-F_REE_AR_V_ISUAL_GENERATION_ICLR_2025,technical_depth,3,2,1
2026-05-09T19:57:05.570Z,sachids,ms_phd,Generative_models,TOWARD_GUIDANCE_-F_REE_AR_V_ISUAL_GENERATION_ICLR_2025,visuals,3,2,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,IMPROVING_PROBABILISTIC_DIFFUSION_MODELS_WITH_ICLR_2025,logical_progression,1,2,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,IMPROVING_PROBABILISTIC_DIFFUSION_MODELS_WITH_ICLR_2025,cross_slide_coherence,1,2,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,IMPROVING_PROBABILISTIC_DIFFUSION_MODELS_WITH_ICLR_2025,global_coherence,1,2,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,IMPROVING_PROBABILISTIC_DIFFUSION_MODELS_WITH_ICLR_2025,technical_depth,1,2,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,IMPROVING_PROBABILISTIC_DIFFUSION_MODELS_WITH_ICLR_2025,visuals,1,2,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Can_MLLMs_Reason_in_Multimodality_ICML_2025,logical_progression,3,1,2
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Can_MLLMs_Reason_in_Multimodality_ICML_2025,cross_slide_coherence,2,1,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Can_MLLMs_Reason_in_Multimodality_ICML_2025,global_coherence,2,1,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Can_MLLMs_Reason_in_Multimodality_ICML_2025,technical_depth,2,1,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Can_MLLMs_Reason_in_Multimodality_ICML_2025,visuals,2,1,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Candidate_Pseudolabel_Learning_-_Enhancing_Vision-Language_Models_by_ICML_2024,logical_progression,2,3,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Candidate_Pseudolabel_Learning_-_Enhancing_Vision-Language_Models_by_ICML_2024,cross_slide_coherence,3,2,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Candidate_Pseudolabel_Learning_-_Enhancing_Vision-Language_Models_by_ICML_2024,global_coherence,2,3,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Candidate_Pseudolabel_Learning_-_Enhancing_Vision-Language_Models_by_ICML_2024,technical_depth,2,3,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Candidate_Pseudolabel_Learning_-_Enhancing_Vision-Language_Models_by_ICML_2024,visuals,2,3,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,MMBENCH__Is_Your_Multi-Modal_Model_an_All-around_Player__ECCV_2024,logical_progression,3,2,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,MMBENCH__Is_Your_Multi-Modal_Model_an_All-around_Player__ECCV_2024,cross_slide_coherence,3,2,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,MMBENCH__Is_Your_Multi-Modal_Model_an_All-around_Player__ECCV_2024,global_coherence,3,2,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,MMBENCH__Is_Your_Multi-Modal_Model_an_All-around_Player__ECCV_2024,technical_depth,3,2,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,MMBENCH__Is_Your_Multi-Modal_Model_an_All-around_Player__ECCV_2024,visuals,3,2,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Video-of-Thought_-_Step-by-Step_Video_Reasoning_from_Perception_to_Cognition_ICML_2024,logical_progression,1,3,2
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Video-of-Thought_-_Step-by-Step_Video_Reasoning_from_Perception_to_Cognition_ICML_2024,cross_slide_coherence,1,3,2
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Video-of-Thought_-_Step-by-Step_Video_Reasoning_from_Perception_to_Cognition_ICML_2024,global_coherence,1,3,2
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Video-of-Thought_-_Step-by-Step_Video_Reasoning_from_Perception_to_Cognition_ICML_2024,technical_depth,1,3,2
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,Video-of-Thought_-_Step-by-Step_Video_Reasoning_from_Perception_to_Cognition_ICML_2024,visuals,1,3,2
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,OPEN_-VOCABULARY_OBJECT_DETECTION_VIA_ICLR_2025,logical_progression,3,2,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,OPEN_-VOCABULARY_OBJECT_DETECTION_VIA_ICLR_2025,cross_slide_coherence,3,2,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,OPEN_-VOCABULARY_OBJECT_DETECTION_VIA_ICLR_2025,global_coherence,3,2,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,OPEN_-VOCABULARY_OBJECT_DETECTION_VIA_ICLR_2025,technical_depth,3,2,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,OPEN_-VOCABULARY_OBJECT_DETECTION_VIA_ICLR_2025,visuals,3,2,1
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,NEURAL_PLANE_-_S_TRUCTURED_3D_R_ECONSTRUCTION_ICLR_2025,logical_progression,1,2,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,NEURAL_PLANE_-_S_TRUCTURED_3D_R_ECONSTRUCTION_ICLR_2025,cross_slide_coherence,2,1,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,NEURAL_PLANE_-_S_TRUCTURED_3D_R_ECONSTRUCTION_ICLR_2025,global_coherence,1,2,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,NEURAL_PLANE_-_S_TRUCTURED_3D_R_ECONSTRUCTION_ICLR_2025,technical_depth,1,2,3
2026-05-10T12:21:24.584Z,test,human,Arcbench_results,NEURAL_PLANE_-_S_TRUCTURED_3D_R_ECONSTRUCTION_ICLR_2025,visuals,1,2,3
